company_id,company_name,period,profitability_score,growth_score,cashflow_score,leverage_score,efficiency_score,overall_score,rating,remarks
HEROMOTOCO,,Mar 2017,84.37,,,85.0,,84.58,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2018,81.09,,,85.0,,82.39,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2019,76.42,,,85.0,,79.28,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2020,75.4,,,85.0,,78.6,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2021,69.05,,,85.0,,74.37,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2022,64.7,,,85.0,,71.47,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2023,66.81,,,85.0,,72.87,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2024,71.14,,,85.0,,75.76,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HINDALCO,,Mar 2013,58.51,,,70.0,,62.34,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
HINDALCO,,Mar 2014,55.41,,,70.0,,60.27,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
HINDALCO,,Mar 2015,50.68,,,70.0,,57.12,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
HINDALCO,,Mar 2016,48.27,,,70.0,,55.51,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
HINDALCO,,Mar 2017,54.09,,,70.0,,59.39,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
HINDALCO,,Mar 2018,61.09,,,85.0,,69.06,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HINDALCO,,Mar 2019,59.56,,,85.0,,68.04,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
HINDALCO,,Mar 2020,56.46,,,70.0,,60.97,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
HINDALCO,,Mar 2021,55.23,,,70.0,,60.15,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
HINDALCO,,Mar 2022,67.56,,,85.0,,73.37,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HINDALCO,,Mar 2023,60.65,,,85.0,,68.77,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HINDALCO,,Mar 2024,59.57,,,85.0,,68.05,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2013,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2014,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2015,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2016,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2017,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2018,100.0,,,90.0,,96.67,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2019,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2020,100.0,,,90.0,,96.67,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2021,66.78,,,90.0,,74.52,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2022,68.12,,,85.0,,73.75,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2023,70.16,,,85.0,,75.11,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HINDUNILVR,,Mar 2024,70.07,,,85.0,,75.05,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIBANK,,Mar 2013,64.73,,,50.0,,59.82,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2014,65.28,,,50.0,,60.19,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2015,65.28,,,50.0,,60.19,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2016,61.61,,,50.0,,57.74,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2017,60.84,,,50.0,,57.23,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2018,58.23,,,50.0,,55.49,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2019,54.98,,,50.0,,53.32,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2020,59.13,,,50.0,,56.09,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2021,62.92,,,50.0,,58.61,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2022,64.58,,,50.0,,59.72,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2023,66.53,,,50.0,,61.02,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIBANK,,Mar 2024,67.99,,,50.0,,61.99,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ICICIGI,,Mar 2013,68.88,,,90.0,,75.92,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2014,71.72,,,90.0,,77.81,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2015,70.27,,,90.0,,76.85,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2016,65.66,,,90.0,,73.77,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2017,68.0,,,85.0,,73.67,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2018,68.98,,,85.0,,74.32,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2019,69.43,,,85.0,,74.62,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2020,69.47,,,85.0,,74.65,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2021,69.38,,,85.0,,74.59,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2022,63.83,,,85.0,,70.89,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2023,66.55,,,85.0,,72.7,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIGI,,Mar 2024,65.72,,,85.0,,72.15,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIPRULI,,Mar 2013,88.25,,,90.0,,88.83,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIPRULI,,Mar 2014,85.61,,,90.0,,87.07,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIPRULI,,Mar 2015,81.15,,,90.0,,84.1,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
ICICIPRULI,,Mar 2016,81.0,,,85.0,,82.33,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
